registered_authority,registered_library,district_name,district_code,county_name,county_code,ward_name,ward_code,msoa_name,msoa_code,lsoa_name,lsoa_code,users
Dorset,Swanage Library,Chelmsford District (B),E07000070,Essex County,E10000012,Trinity Ward,E05004117,Chelmsford 010,E02004494,Chelmsford 010E,E01021627,*
Dorset,Swanage Library,City of Bristol (B),E06000023,,,Eastville Ward,E05010897,Bristol 057,E02006890,Bristol 057D,E01014574,*
Dorset,Swanage Library,City of Bristol (B),E06000023,,,St. George Central Ward,E05010910,Bristol 028,E02003039,Bristol 028A,E01014682,*
Dorset,Swanage Library,Cornwall,E06000052,,,,,Cornwall 018,E02003952,Cornwall 018C,E01019050,*
Dorset,Swanage Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006C,E01020423,*
Dorset,Swanage Library,Fenland District,E07000010,Cambridgeshire County,E10000003,Stonald Ward,E05009511,Fenland 006,E02003747,Fenland 006A,E01018064,*
Dorset,Swanage Library,Havant District (B),E07000090,Hampshire County,E10000014,Purbrook Ward,E05004575,Havant 011,E02004772,Havant 011D,E01022950,*
Dorset,Swanage Library,Mole Valley District,E07000210,Surrey County,E10000030,Beare Green Ward,E05007311,Mole Valley 013,E02006374,Mole Valley 013A,E01030515,*
Dorset,Swanage Library,New Forest District,E07000091,Hampshire County,E10000014,Totton Central Ward,E05004609,New Forest 004,E02004782,New Forest 004A,E01023074,*
Dorset,Swanage Library,North Dorset District,E07000050,Dorset County,E10000009,Abbey Ward,E05009996,North Dorset 008,E02004262,North Dorset 008C,E01020432,*
Dorset,Swanage Library,North Dorset District,E07000050,Dorset County,E10000009,Hill Forts Ward,E05010005,North Dorset 005,E02004259,North Dorset 005C,E01020446,*
Dorset,Swanage Library,North Kesteven District,E07000139,Lincolnshire County,E10000019,Osbournby Ward,E05005635,North Kesteven 009,E02005461,North Kesteven 009B,E01026221,*
Dorset,Swanage Library,Nuneaton and Bedworth District (B),E07000219,Warwickshire County,E10000031,Slough Ward,E05007487,Nuneaton and Bedworth 012,E02006486,Nuneaton and Bedworth 012A,E01031105,*
Dorset,Swanage Library,Poole (B),E06000029,,,Alderney Ward,E05010534,Poole 007,E02003200,Poole 007D,E01015383,*
Dorset,Swanage Library,Poole (B),E06000029,,,Branksome East Ward,E05010535,Poole 010,E02003203,Poole 010E,E01015394,*
Dorset,Swanage Library,Poole (B),E06000029,,,Broadstone Ward,E05010537,Poole 003,E02003196,Poole 003A,E01015395,*
Dorset,Swanage Library,Poole (B),E06000029,,,Newtown Ward,E05010545,Poole 011,E02003204,Poole 011A,E01015440,*
Dorset,Swanage Library,Poole (B),E06000029,,,Penn Hill Ward,E05010548,Poole 017,E02003210,Poole 017E,E01015459,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Bere Regis Ward,E05010749,Purbeck 001,E02004263,Purbeck 001A,E01020465,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Castle Ward,E05010750,Purbeck 005,E02004267,Purbeck 005A,E01020466,54
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Creech Barrow Ward,E05010751,Purbeck 005,E02004267,Purbeck 005B,E01020467,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Langton Ward,E05010752,Purbeck 005,E02004267,Purbeck 005A,E01020466,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Langton Ward,E05010752,Purbeck 005,E02004267,Purbeck 005C,E01020468,107
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton East Ward,E05009537,Purbeck 002,E02004264,Purbeck 002C,E01020473,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,St. Martin Ward,E05009539,Purbeck 003,E02004265,Purbeck 003A,E01020476,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage North Ward,E05009540,Purbeck 006,E02004268,Purbeck 006A,E01020478,102
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage North Ward,E05009540,Purbeck 006,E02004268,Purbeck 006B,E01020479,148
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage North Ward,E05009540,Purbeck 006,E02004268,Purbeck 006C,E01020480,170
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage North Ward,E05009540,Purbeck 006,E02004268,Purbeck 006D,E01020481,7
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage North Ward,E05009540,Purbeck 006,E02004268,Purbeck 006E,E01020482,94
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006D,E01020481,189
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006E,E01020482,132
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006F,E01020483,92
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006G,E01020484,137
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Wareham Ward,E05010753,Purbeck 003,E02004265,Purbeck 003C,E01020485,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Wareham Ward,E05010753,Purbeck 003,E02004265,Purbeck 003E,E01020487,*
Dorset,Swanage Library,Purbeck District,E07000051,Dorset County,E10000009,Wool Ward,E05010754,Purbeck 004,E02004266,Purbeck 004D,E01020492,*
Dorset,Swanage Library,South Somerset District,E07000189,Somerset County,E10000027,Coker Ward,E05006831,South Somerset 020,E02006094,South Somerset 020B,E01029179,*
Dorset,Swanage Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester East Ward,E05010589,West Dorset 010,E02004278,West Dorset 010B,E01020519,*
Dorset,Swanage Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009F,E01032641,*
Dorset,Swanage Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009H,E01032644,*
Dorset,Swanage Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester South Ward,E05010591,West Dorset 009,E02004277,West Dorset 009I,E01032645,*
Dorset,Swanage Library,West Dorset District,E07000052,Dorset County,E10000009,Sherborne West Ward,E05010601,West Dorset 001,E02004269,West Dorset 001H,E01032642,*
Dorset,Swanage Library,Weymouth and Portland District (B),E07000053,Dorset County,E10000009,Preston Ward,E05003772,Weymouth and Portland 002,E02004282,Weymouth and Portland 002A,E01020557,*
Dorset,Swanage Library,Winchester District (B),E07000094,Hampshire County,E10000014,St. Bartholomew Ward,E05011002,Winchester 003,E02004831,Winchester 003D,E01023253,*
Dorset,Swanage Library,Winchester District (B),E07000094,Hampshire County,E10000014,St. Paul Ward,E05011005,Winchester 007,E02004835,Winchester 007C,E01023263,*
Dorset,Swanage Library,Wycombe District,E07000007,Buckinghamshire County,E10000002,"Lacey Green, Speen and the Hampdens Ward",E05002689,Wycombe 002,E02003697,Wycombe 002D,E01017888,*
Dorset,Swanage Library,,,,,,,,,,,125
Dorset,Upton Library,Bournemouth (B),E06000028,,,East Cliff and Springbourne Ward,E05002116,Bournemouth 015,E02003186,Bournemouth 015A,E01015292,*
Dorset,Upton Library,Bournemouth (B),E06000028,,,Kinson South Ward,E05002119,Bournemouth 002,E02003173,Bournemouth 002C,E01015308,*
Dorset,Upton Library,Bournemouth (B),E06000028,,,West Southbourne Ward,E05002128,Bournemouth 014,E02003185,Bournemouth 014E,E01015363,*
Dorset,Upton Library,Christchurch District (B),E07000048,Dorset County,E10000009,Portfield Ward,E05003666,Christchurch 006,E02004241,Christchurch 006B,E01020361,*
Dorset,Upton Library,East Dorset District,E07000049,Dorset County,E10000009,Ameysford Ward,E05009516,East Dorset 008,E02004250,East Dorset 008B,E01020391,*
Dorset,Upton Library,East Dorset District,E07000049,Dorset County,E10000009,Corfe Mullen Ward,E05009519,East Dorset 012,E02004254,East Dorset 012E,E01020386,*
Dorset,Upton Library,East Dorset District,E07000049,Dorset County,E10000009,Corfe Mullen Ward,E05009519,East Dorset 012,E02004254,East Dorset 012G,E01020388,*
Dorset,Upton Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006B,E01020422,*
Dorset,Upton Library,North Dorset District,E07000050,Dorset County,E10000009,Abbey Ward,E05009996,North Dorset 008,E02004262,North Dorset 008C,E01020432,*
Dorset,Upton Library,North Dorset District,E07000050,Dorset County,E10000009,Blandford Central Ward,E05009998,North Dorset 007,E02004261,North Dorset 007A,E01020435,*
Dorset,Upton Library,Poole (B),E06000029,,,Branksome East Ward,E05010535,Poole 009,E02003202,Poole 009B,E01015387,*
Dorset,Upton Library,Poole (B),E06000029,,,Canford Cliffs Ward,E05010538,Poole 018,E02003211,Poole 018D,E01015405,*
Dorset,Upton Library,Poole (B),E06000029,,,Canford Heath West Ward,E05010540,Poole 004,E02003197,Poole 004A,E01015412,*
Dorset,Upton Library,Poole (B),E06000029,,,Creekmoor Ward,E05010541,Poole 006,E02003199,Poole 006B,E01015418,*
Dorset,Upton Library,Poole (B),E06000029,,,Creekmoor Ward,E05010541,Poole 006,E02003199,Poole 006C,E01015419,*
Dorset,Upton Library,Poole (B),E06000029,,,Creekmoor Ward,E05010541,Poole 006,E02003199,Poole 006E,E01015421,*
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy East Ward,E05010542,Poole 016,E02003209,Poole 016A,E01015423,*
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy East Ward,E05010542,Poole 016,E02003209,Poole 016B,E01015424,*
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy East Ward,E05010542,Poole 016,E02003209,Poole 016C,E01015425,*
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy East Ward,E05010542,Poole 016,E02003209,Poole 016D,E01015426,*
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy West Ward,E05010543,Poole 014,E02003207,Poole 014A,E01015427,9
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy West Ward,E05010543,Poole 014,E02003207,Poole 014B,E01015428,*
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy West Ward,E05010543,Poole 014,E02003207,Poole 014C,E01015429,23
Dorset,Upton Library,Poole (B),E06000029,,,Hamworthy West Ward,E05010543,Poole 014,E02003207,Poole 014D,E01015430,*
Dorset,Upton Library,Poole (B),E06000029,,,Oakdale Ward,E05010546,Poole 011,E02003204,Poole 011B,E01015447,*
Dorset,Upton Library,Poole (B),E06000029,,,Oakdale Ward,E05010546,Poole 012,E02003205,Poole 012D,E01015450,*
Dorset,Upton Library,Poole (B),E06000029,,,Parkstone Ward,E05010547,Poole 011,E02003204,Poole 011D,E01015456,*
Dorset,Upton Library,Poole (B),E06000029,,,Poole Town Ward,E05010549,Poole 015,E02003208,Poole 015H,E01032661,*
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Castle Ward,E05010750,Purbeck 005,E02004267,Purbeck 005A,E01020466,*
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Matravers Ward,E05009536,Purbeck 001,E02004263,Purbeck 001B,E01020469,6
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Matravers Ward,E05009536,Purbeck 001,E02004263,Purbeck 001C,E01020470,5
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton East Ward,E05009537,Purbeck 002,E02004264,Purbeck 002A,E01020471,56
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton East Ward,E05009537,Purbeck 002,E02004264,Purbeck 002B,E01020472,64
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton East Ward,E05009537,Purbeck 002,E02004264,Purbeck 002C,E01020473,89
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton West Ward,E05009538,Purbeck 002,E02004264,Purbeck 002D,E01020474,107
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Lytchett Minster and Upton West Ward,E05009538,Purbeck 002,E02004264,Purbeck 002E,E01020475,136
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,St. Martin Ward,E05009539,Purbeck 003,E02004265,Purbeck 003A,E01020476,*
Dorset,Upton Library,Purbeck District,E07000051,Dorset County,E10000009,Swanage South Ward,E05009541,Purbeck 006,E02004268,Purbeck 006F,E01020483,*
Dorset,Upton Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009H,E01032644,*
Dorset,Upton Library,,,,,,,,,,,35
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Boscombe East Ward,E05002113,Bournemouth 016,E02003187,Bournemouth 016A,E01015272,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Central Ward,E05002115,Bournemouth 021,E02003192,Bournemouth 021A,E01015285,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Kinson South Ward,E05002119,Bournemouth 002,E02003173,Bournemouth 002D,E01015311,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Moordown Ward,E05002121,Bournemouth 006,E02003177,Bournemouth 006A,E01015320,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Strouden Park Ward,E05002124,Bournemouth 004,E02003175,Bournemouth 004A,E01015343,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Talbot and Branksome Woods Ward,E05002125,Bournemouth 012,E02003183,Bournemouth 012C,E01015348,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Throop and Muscliff Ward,E05002126,Bournemouth 004,E02003175,Bournemouth 004C,E01015351,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,West Southbourne Ward,E05002128,Bournemouth 018,E02003189,Bournemouth 018C,E01015364,*
Dorset,Verwood Library,Bournemouth (B),E06000028,,,Winton East Ward,E05002130,Bournemouth 009,E02003180,Bournemouth 009C,E01015374,*
Dorset,Verwood Library,Chichester District,E07000225,West Sussex County,E10000032,Midhurst Ward,E05007617,Chichester 004,E02006564,Chichester 004C,E01031511,*
Dorset,Verwood Library,Christchurch District (B),E07000048,Dorset County,E10000009,Burton and Winkton Ward,E05003660,Christchurch 001,E02004236,Christchurch 001B,E01020344,*
Dorset,Verwood Library,Christchurch District (B),E07000048,Dorset County,E10000009,Mudeford and Friars Cliff Ward,E05003664,Christchurch 007,E02004242,Christchurch 007B,E01020355,*
Dorset,Verwood Library,Christchurch District (B),E07000048,Dorset County,E10000009,St. Catherine's and Hurn Ward,E05003668,Christchurch 001,E02004236,Christchurch 001D,E01020365,*
Dorset,Verwood Library,Christchurch District (B),E07000048,Dorset County,E10000009,Town Centre Ward,E05003669,Christchurch 006,E02004241,Christchurch 006D,E01020367,*
Dorset,Verwood Library,City of Southampton (B),E06000045,,,Redbridge Ward,E05002466,Southampton 007,E02003555,Southampton 007C,E01017242,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Alderholt Ward,E05009515,East Dorset 001,E02004243,East Dorset 001A,E01020373,19
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Alderholt Ward,E05009515,East Dorset 001,E02004243,East Dorset 001B,E01020374,29
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Alderholt Ward,E05009515,East Dorset 001,E02004243,East Dorset 001C,E01020389,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Ameysford Ward,E05009516,East Dorset 009,E02004251,East Dorset 009A,E01020375,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Colehill East Ward,E05009517,East Dorset 009,E02004251,East Dorset 009D,E01020407,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Corfe Mullen Ward,E05009519,East Dorset 012,E02004254,East Dorset 012D,E01020385,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Crane Ward,E05009520,East Dorset 001,E02004243,East Dorset 001C,E01020389,73
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Crane Ward,E05009520,East Dorset 002,E02004244,East Dorset 002E,E01020420,30
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Crane Ward,E05009520,East Dorset 003,E02004245,East Dorset 003C,E01020413,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Crane Ward,E05009520,East Dorset 003,E02004245,East Dorset 003D,E01020414,47
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Crane Ward,E05009520,East Dorset 005,E02004247,East Dorset 005B,E01020398,12
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 008,E02004250,East Dorset 008A,E01020390,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 008,E02004250,East Dorset 008C,E01020392,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 008,E02004250,East Dorset 008E,E01020394,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Ferndown Central Ward,E05009521,East Dorset 011,E02004253,East Dorset 011B,E01020399,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Handley Vale Ward,E05009523,East Dorset 001,E02004243,East Dorset 001D,E01020397,17
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Handley Vale Ward,E05009523,East Dorset 005,E02004247,East Dorset 005A,E01020396,9
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Parley Ward,E05009524,East Dorset 011,E02004253,East Dorset 011D,E01020401,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 003,E02004245,East Dorset 003A,E01020411,31
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 003,E02004245,East Dorset 003B,E01020412,7
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 004,E02004246,East Dorset 004A,E01020403,5
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 004,E02004246,East Dorset 004B,E01020404,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,St. Leonards Ward,E05009525,East Dorset 004,E02004246,East Dorset 004D,E01020406,14
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood East Ward,E05009527,East Dorset 002,E02004244,East Dorset 002B,E01020417,97
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood East Ward,E05009527,East Dorset 002,E02004244,East Dorset 002C,E01020418,128
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood East Ward,E05009527,East Dorset 002,E02004244,East Dorset 002D,E01020419,152
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood East Ward,E05009527,East Dorset 002,E02004244,East Dorset 002E,E01020420,37
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood East Ward,E05009527,East Dorset 003,E02004245,East Dorset 003B,E01020412,52
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood West Ward,E05009528,East Dorset 002,E02004244,East Dorset 002A,E01020416,125
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood West Ward,E05009528,East Dorset 002,E02004244,East Dorset 002B,E01020417,14
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood West Ward,E05009528,East Dorset 002,E02004244,East Dorset 002E,E01020420,43
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood West Ward,E05009528,East Dorset 003,E02004245,East Dorset 003C,E01020413,136
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood West Ward,E05009528,East Dorset 003,E02004245,East Dorset 003D,E01020414,141
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Verwood West Ward,E05009528,East Dorset 003,E02004245,East Dorset 003E,E01020415,119
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 005,E02004247,East Dorset 005B,E01020398,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006A,E01020421,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006C,E01020423,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,West Moors & Holt Ward,E05009529,East Dorset 006,E02004248,East Dorset 006D,E01020424,*
Dorset,Verwood Library,East Dorset District,E07000049,Dorset County,E10000009,Wimborne Minster Ward,E05009530,East Dorset 010,E02004252,East Dorset 010C,E01020428,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Bransgore and Burley Ward,E05004586,New Forest 016,E02004794,New Forest 016A,E01022994,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Fordingbridge Ward,E05008933,New Forest 001,E02004779,New Forest 001C,E01023021,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Fordingbridge Ward,E05008933,New Forest 001,E02004779,New Forest 001E,E01023023,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Forest North West Ward,E05008934,New Forest 010,E02004788,New Forest 010A,E01023026,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Ringwood North Ward,E05004607,New Forest 010,E02004788,New Forest 010D,E01023066,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Ringwood North Ward,E05004607,New Forest 010,E02004788,New Forest 010E,E01023067,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Ringwood North Ward,E05004607,New Forest 012,E02004790,New Forest 012A,E01023065,*
Dorset,Verwood Library,New Forest District,E07000091,Hampshire County,E10000014,Ringwood South Ward,E05004608,New Forest 012,E02004790,New Forest 012D,E01023070,*
Dorset,Verwood Library,North Dorset District,E07000050,Dorset County,E10000009,Abbey Ward,E05009996,North Dorset 008,E02004262,North Dorset 008A,E01020430,*
Dorset,Verwood Library,North Dorset District,E07000050,Dorset County,E10000009,Lower Tarrants Ward,E05010006,North Dorset 006,E02004260,North Dorset 006F,E01033159,*
Dorset,Verwood Library,North Dorset District,E07000050,Dorset County,E10000009,Shaftesbury East Ward,E05010010,North Dorset 003,E02004257,North Dorset 003B,E01020455,*
Dorset,Verwood Library,Poole (B),E06000029,,,Alderney Ward,E05010534,Poole 007,E02003200,Poole 007B,E01015381,*
Dorset,Verwood Library,West Dorset District,E07000052,Dorset County,E10000009,Dorchester North Ward,E05010590,West Dorset 009,E02004277,West Dorset 009G,E01032643,*
Dorset,Verwood Library,,,,,,,,,,,94
Dorset,Wareham Library,Bournemouth (B),E06000028,,,Boscombe West Ward,E05002114,Bournemouth 019,E02003190,Bournemouth 019E,E01015282,*
Dorset,Wareham Library,Bournemouth (B),E06000028,,,Talbot and Branksome Woods Ward,E05002125,Bournemouth 012,E02003183,Bournemouth 012C,E01015348,*
Dorset,Wareham Library,Bournemouth (B),E06000028,,,Talbot and Branksome Woods Ward,E05002125,Bournemouth 023,E02006883,Bournemouth 023C,E01033286,*
Dorset,Wareham Library,Chelmsford District (B),E07000070,Essex County,E10000012,Springfield North Ward,E05004115,Chelmsford 004,E02004488,Chelmsford 004A,E01021616,*
Dorset,Wareham Library,Chelmsford District (B),E07000070,Essex County,E10000012,Trinity Ward,E05004117,Chelmsford 007,E02004491,Chelmsford 007E,E01021626,*
Dorset,Wareham Library,Christchurch District (B),E07000048,Dorset County,E10000009,North Highcliffe and Walkford Ward,E05003665,Christchurch 003,E02004238,Christchurch 003D,E01020358,*
Dorset,Wareham Library,City of Plymouth (B),E06000026,,,Peverell Ward,E05002087,Plymouth 017,E02003138,Plymouth 017B,E01015099,*
Dorset,Wareham Library,East Devon District,E07000040,Devon County,E10000008,Seaton Ward,E05003482,East Devon 010,E02004138,East Devon 010D,E01019949,*
Dorset,Wareham Library,East Dorset District,E07000049,Dorset County,E10000009,Colehill West Ward,E05009518,East Dorset 007,E02004249,East Dorset 007D,E01020381,*
Dorset,Wareham Library,East Dorset District,E07000049,Dorset County,E10000009,Corfe Mullen Ward,E05009519,East Dorset 012,E02004254,East Dorset 012C,E01020384,*
Dorset,Wareham Library,East Dorset District,E07000049,Dorset County,E10000009,Handley Vale Ward,E05009523,East Dorset 005,E02004247,East Dorset 005B,E01020398,*
Dorset,Wareham Library,North Dorset District,E07000050,Dorset County,E10000009,Abbey Ward,E05009996,North Dorset 008,E02004262,North Dorset 008A,E01020430,*
Dorset,Wareham Library,North Dorset District,E07000050,Dorset County,E10000009,Abbey Ward,E05009996,North Dorset 008,E02004262,North Dorset 008C,E01020432,*
Dorset,Wareham Library,North Dorset District,E07000050,Dorset County,E10000009,Blandford Hilltop Ward,E05009999,North Dorset 007,E02004261,North Dorset 007B,E01020436,*
Dorset,Wareham Library,North Dorset District,E07000050,Dorset County,E10000009,Riversdale & Portman Ward,E05010009,North Dorset 006,E02004260,North Dorset 006C,E01020453,*
Dorset,Wareham Library,North Dorset District,E07000050,Dorset County,E10000009,Shaftesbury East Ward,E05010010,North Dorset 003,E02004257,North Dorset 003B,E01020455,*
Dorset,Wareham Library,Poole (B),E06000029,,,Branksome East Ward,E05010535,Poole 009,E02003202,Poole 009D,E01015389,*
Dorset,Wareham Library,Poole (B),E06000029,,,Branksome West Ward,E05010536,Poole 010,E02003203,Poole 010C,E01015392,*
Dorset,Wareham Library,Poole (B),E06000029,,,Broadstone Ward,E05010537,Poole 003,E02003196,Poole 003E,E01015399,*
Dorset,Wareham Library,Poole (B),E06000029,,,Canford Cliffs Ward,E05010538,Poole 018,E02003211,Poole 018E,E01015406,*
Dorset,Wareham Library,Poole (B),E06000029,,,Canford Heath East Ward,E05010539,Poole 005,E02003198,Poole 005D,E01015410,*
Dorset,Wareham Library,Poole (B),E06000029,,,Creekmoor Ward,E05010541,Poole 006,E02003199,Poole 006B,E01015418,*
Dorset,Wareham Library,Poole (B),E06000029,,,Creekmoor Ward,E05010541,Poole 006,E02003199,Poole 006C,E01015419,*
Dorset,Wareham Library,Poole (B),E06000029,,,Hamworthy East Ward,E05010542,Poole 016,E02003209,Poole 016A,E01015423,*
Dorset,Wareham Library,Poole (B),E06000029,,,Hamworthy East Ward,E05010542,Poole 016,E02003209,Poole 016B,E01015424,*
Dorset,Wareham Library,Poole (B),E06000029,,,Hamworthy West Ward,E05010543,Poole 014,E02003207,Poole 014C,E01015429,*
Dorset,Wareham Library,Poole (B),E06000029,,,Merley & Bearwood Ward,E05010544,Poole 001,E02003194,Poole 001C,E01015433,*
Dorset,Wareham Library,Poole (B),E06000029,,,Newtown Ward,E05010545,Poole 008,E02003201,Poole 008B,E01015439,*
Dorset,Wareham Library,Poole (B),E06000029,,,Oakdale Ward,E05010546,Poole 011,E02003204,Poole 011B,E01015447,*
Dorset,Wareham Library,Poole (B),E06000029,,,Parkstone Ward,E05010547,Poole 011,E02003204,Poole 011E,E01015457,*
